Town_county,pd_dept_plus_county,slug_pd,pd_dept,county,coverage_city,footnotes,footnotes_about_race,total_rows_2012,total_rows_2013,total_rows_2014,total_rows_2015,total_rows_2016,total_rows_2012_2016,total_incidents_2012,total_incidents_2013,total_incidents_2014,total_incidents_2015,total_incidents_2016,total_incidents_2012_2016,total_arrests_2012,total_arrests_2013,total_arrests_2014,total_arrests_2015,total_arrests_2016,total_arrests_2012_2016,rate_incidents_per_arrests_2012_2016,rank_rate_incidents_per_arrests_2012_2016,white_pct_subjects,black_pct_subjects,hispanic_pct_subjects,asian_pacific_islander_pct_subjects,white_arrests_pct_2012_2016,black_arrests_pct_2012_2016,api_arrests_pct_2012_2016,white_pct_officers,black_pct_officers,hispanic_pct_officers,asian_pacific_islander_pct_officers,pctwhite_adjpop,pctblack_adjpop,pcthisp_adjpop,pctasian_adjpop,odds_ratio_pop,odds_ratio_arrests,officers_involved_in_incidents,incidents_per_officer,total_complaince_hold,total_hands_fists,total_pepper_spray,total_baton,total_leg_strikes,total_deadly_force,total_take_down,pct_complaince_hold,pct_hands_fists,pct_pepper_spray,pct_baton,pct_leg_strikes,pct_take_down,pct_deadly_force,total_resisted_police,total_physical_attack,total_knife_attack,total_blunt_attack,total_gun_threat,total_gun_fire,total_attack_car,pct_resisted_police,pct_physical_attack,pct_knife_attack,pct_blunt_attack,pct_gun_threat,pct_gun_fire,pct_car_attack,pct_officers_injured,pct_subjects_injured,avg_police_employees_2012_2016,nyc_ofc_count,la_ofc_count,chi_ofc_count
"Bridgeton City, Cumberland County","Bridgeton City, Cumberland",bridgeton-city-cumberland,Bridgeton City,Cumberland,Bridgeton City,"This police department said it failed to report more than 4,000 arrests to the FBI over a four-year span, from 2012 to 2015. The new total was used in arrest rate calculations. However, since the racial breakdown of those arrests was unavailable, the demographic percentages only reflect the actual reported arrests. The ""significant discrepancies"" were discovered after NJ Advance Media contacted the department for this project.",,107,109,96,82,82,476,94,90,78,58,48,368,2178,2313,2220,2105,1689,10505,35.03093765,154,28.45953003,62.40208877,8.093994778,0,22.38933841,35.29747739,0.019038553,90.12605042,5.882352941,3.151260504,0.210084034,15.8136023,33.5526671,48.6489402,0.226525,0.986377936,1.390813812,68,7,209,119,211,4,30,3,27,43.90756303,25,44.32773109,0.840336134,6.302521008,5.672268908,0.630252101,374,178,2,0,0,0,6,78.57142857,37.39495798,0.420168067,0,0,0,1.260504202,7.983193277,18.4,62,41,19,56
"Bridgewater, Somerset County","Bridgewater, Somerset",bridgewater-somerset,Bridgewater,Somerset,Bridgewater,,,43,60,47,52,39,241,24,35,35,27,20,141,869,949,883,558,406,3665,38.47203274,126,62.66666667,32.66666667,1.333333333,2,65.97544338,29.79536153,4.174624829,95.02074689,4.564315353,0,0.414937759,64.0839509,3.1587899,9.1118941,22.1449399,10.94457237,1.154255319,77,3.12987013,206,92,7,4,18,0,6,85.47717842,38.17427386,2.904564315,1.659751037,7.468879668,2.489626556,0,217,81,0,1,1,0,0,90.04149378,33.60995851,0,0.414937759,0.414937759,0,0,10.37344398,15.6462585,73,36,0,37
"Brielle, Monmouth County","Brielle, Monmouth",brielle-monmouth,Brielle,Monmouth,Brielle,,,4,1,1,0,7,13,2,1,1,0,3,7,112,97,116,62,106,493,14.19878296,371,57.14285714,42.85714286,0,0,90.87221095,8.722109533,0,53.84615385,0,0,0,90.0763359,2.6870229,5.8320611,0.2748092,,7.813953488,11,1.181818182,11,4,0,0,0,0,0,84.61538462,30.76923077,0,0,0,0,0,13,0,0,0,0,0,0,100,0,0,0,0,0,0,7.692307692,14.28571429,14,2,0,2
"Brigantine Beach, Atlantic County","Brigantine Beach, Atlantic",brigantine-beach-atlantic,Brigantine Beach,Atlantic,Brigantine Beach,,,7,18,11,8,5,49,3,9,8,5,5,30,217,219,199,154,144,933,32.15434084,174,78.125,18.75,0,0,85.10182208,13.61200429,1.286173633,95.91836735,0,0,2.040816327,81.1725846,2.2460776,10.0247729,5.0206441,10.74423688,1.500472441,28,1.75,43,7,1,0,1,0,1,87.75510204,14.28571429,2.040816327,0,2.040816327,2.040816327,0,43,21,0,0,1,0,0,87.75510204,42.85714286,0,0,2.040816327,0,0,12.24489796,29.03225806,34,13,0,13
"Brooklawn, Camden County","Brooklawn, Camden",brooklawn-camden,Brooklawn,Camden,Brooklawn,,,4,5,9,21,12,52,3,4,9,14,6,37,196,185,228,352,395,1356,27.28613569,223,74.35897436,23.07692308,0,0,76.91740413,23.00884956,0,98.07692308,0,0,0,83.483871,5.4193548,7.0322581,3.6774194,5.270050125,1.037466844,13,4,35,32,16,0,3,1,3,67.30769231,61.53846154,30.76923077,0,5.769230769,5.769230769,1.923076923,46,16,3,0,0,0,0,88.46153846,30.76923077,5.769230769,0,0,0,0,17.30769231,28.94736842,6,9,2,10
"Buena Borough, Atlantic County","Buena Borough, Atlantic",buena-borough-atlantic,Buena Borough,Atlantic,Buena Borough,,,6,2,13,12,15,48,5,2,10,8,9,34,176,168,168,144,150,806,42.18362283,105,48.57142857,25.71428571,14.28571429,0,82.00992556,17.74193548,0.124069479,52.08333333,4.166666667,10.41666667,0,60.2304578,4.1731548,35.3783868,0.2180006,9.381343284,2.447141094,14,3.428571429,41,22,4,0,2,0,1,85.41666667,45.83333333,8.333333333,0,4.166666667,2.083333333,0,41,21,1,1,1,0,0,85.41666667,43.75,2.083333333,2.083333333,2.083333333,0,0,4.166666667,8.571428571,9,3,1,7
"Burlington City, Burlington County","Burlington City, Burlington",burlington-city-burlington,Burlington City,Burlington,Burlington City,,,25,52,38,26,24,165,18,29,27,13,13,100,1361,938,668,550,538,4055,24.66091245,251,23,73,4,0,28.3107275,70.94944513,0.1972873,0,0,0,0,46.720748,27.1552317,9.3358999,5.8985288,5.973980309,1.266476251,41,4.024390244,147,31,12,0,2,0,7,89.09090909,18.78787879,7.272727273,0,1.212121212,4.242424242,0,162,46,9,0,0,2,0,98.18181818,27.87878788,5.454545455,0,0,1.212121212,0,8.484848485,42,32,29,2,30
"Burlington Town, Burlington County","Burlington Town, Burlington",burlington-town-burlington,Burlington Town,Burlington,Burlington Township,,,20,29,7,21,12,89,13,14,5,14,6,52,1840,1718,1788,1646,1506,8498,6.119086844,445,30.3030303,68.18181818,0,0,32.24288068,66.05083549,1.588609084,83.14606742,6.741573034,7.865168539,0,48.1203008,29.5601208,9.336333,7.2879048,3.147232793,1.098343132,36,2.472222222,6,1,1,0,2,1,65,6.741573034,1.123595506,1.123595506,0,2.247191011,73.03370787,1.123595506,88,22,0,0,0,0,0,98.87640449,24.71910112,0,0,0,0,0,19.1011236,33.84615385,42,26,0,26
"Butler, Morris County","Butler, Morris",butler-morris,Butler,Morris,Butler,,,5,6,4,1,6,22,3,4,4,1,4,16,178,181,161,171,176,867,18.4544406,320,94.11764706,5.882352941,0,0,95.2710496,4.152249135,0.461361015,100,0,0,0,75.7068063,0,17.7835951,4.3979058,,1.434027778,11,2,18,11,5,0,2,1,0,81.81818182,50,22.72727273,0,9.090909091,0,4.545454545,22,11,0,3,1,0,0,100,50,0,13.63636364,4.545454545,0,0,9.090909091,35.29411765,16,6,0,6
"Byram, Sussex County","Byram, Sussex",byram-sussex,Byram,Sussex,Byram,,,7,6,5,14,1,33,5,4,4,6,1,20,151,108,114,95,92,560,35.71428571,148,90.90909091,9.090909091,0,0,89.64285714,8.392857143,1.607142857,100,0,0,0,93.4915037,0.3206156,3.9275409,1.378647,40.22068966,1.068085106,9,3.666666667,31,3,4,0,0,1,1,93.93939394,9.090909091,12.12121212,0,0,3.03030303,3.03030303,30,9,0,0,1,0,1,90.90909091,27.27272727,0,0,3.03030303,0,3.03030303,0,9.090909091,14,5,1,6
"Caldwell, Essex County","Caldwell, Essex",caldwell-essex,Caldwell,Essex,Caldwell,,,23,12,14,17,14,80,8,5,5,5,6,29,199,132,117,104,78,630,46.03174603,79,89.47368421,7.894736842,2.631578947,0,88.25396825,9.365079365,1.904761905,98.75,0,0,0,80.0963615,4.5522512,9.8022927,3.4058814,2.01084463,0.831505484,20,4,78,15,0,1,2,0,3,97.5,18.75,0,1.25,2.5,3.75,0,78,29,0,0,0,0,0,97.5,36.25,0,0,0,0,0,10,28.94736842,22,15,0,15
"Camden, Camden County","Camden, Camden",camden-camden,Camden,Camden,Camden,"This police department's use-of-force forms had spots for multiple officers on each form, as opposed to the vast majority of other departments, which require all officers involved to fill out separate forms. To make an accurate one-to-one comparison statewide, we broke up each form to create a separate log of each officer's uses of force. All duplicates were removed.",,390,537,845,825,586,3183,289,361,492,332,333,1807,6903,6613,10585,7987,9032,41120,43.94455253,94,8.994145822,63.59765833,26.1841405,0.266098989,43.5286965,56.25243191,0.177529183,37.82595036,8.702481935,8.985234056,0.596921144,5.8224557,48.0023109,47.1609886,3.0980881,1.080445718,5.471615361,523,6.086042065,2508,935,102,42,211,19,540,78.79359095,29.37480364,3.204524034,1.319509896,6.628966384,16.96512724,0.596921144,2892,1035,23,24,26,7,10,90.85768143,32.51649387,0.722588753,0.754005655,0.81683946,0.219918316,0.314169023,6.566132579,20,341,307,132,325
"Cape May, Cape May County","Cape May, Cape May",cape-may-cape-may,Cape May,Cape May,Cape May & Cape May Point & West Cape May,,,19,7,20,15,10,71,6,6,11,9,7,39,183,117,168,157,149,774,50.3875969,59,71.42857143,16.66666667,4.761904762,0,87.98449612,11.75710594,0,87.32394366,8.450704225,1.408450704,0,79.3933054,3.8702929,12.3082287,2.0920502,4.733887734,1.746153846,30,2.366666667,60,23,2,0,2,0,6,84.50704225,32.3943662,2.816901408,0,2.816901408,8.450704225,0,63,24,0,0,0,0,0,88.73239437,33.8028169,0,0,0,0,0,9.85915493,28.20512821,22,15,1,16
"Carlstadt, Bergen County","Carlstadt, Bergen",carlstadt-bergen,Carlstadt,Bergen,Carlstadt,,,15,11,10,5,5,46,10,7,5,4,4,30,161,106,111,76,121,575,52.17391304,51,67.64705882,11.76470588,17.64705882,0,85.39130435,10.95652174,3.652173913,17.39130435,0,0,4.347826087,62.1861472,0,28.9177489,7.3160173,,1.355417529,18,2.555555556,44,7,3,0,0,0,0,95.65217391,15.2173913,6.52173913,0,0,0,0,44,19,0,0,0,0,0,95.65217391,41.30434783,0,0,0,0,0,6.52173913,2.941176471,26,4,0,5
"Carney_s Point, Salem County","Carney's Point, Salem",carney-s-point-salem,Carney's Point,Salem,Carney's Point,,,13,24,10,19,7,73,8,15,8,10,4,45,648,415,498,668,517,2746,16.38747269,338,54.16666667,43.75,2.083333333,0,64.0203933,35.76110706,0.109249818,98.63013699,1.369863014,0,0,64.3502304,18.5253456,13.437788,1.0138249,3.377142067,1.44595018,20,3.65,6,1,5,0,1,1,17,8.219178082,1.369863014,6.849315068,0,1.369863014,23.28767123,1.369863014,69,26,0,0,0,1,0,94.52054795,35.61643836,0,0,0,1.369863014,0,17.80821918,20.83333333,17,13,1,14
"Carteret, Middlesex County","Carteret, Middlesex",carteret-middlesex,Carteret,Middlesex,Carteret,,,61,53,57,42,43,256,27,28,26,25,26,132,734,598,569,658,582,3141,42.02483286,107,47.76119403,49.25373134,1.492537313,1.492537313,53.45431391,39.82808023,5.889843999,69.140625,0.390625,0,0,28.5406031,16.4938687,34.1508342,21.8462186,2.031311562,1.384067746,54,4.740740741,215,95,28,1,16,0,7,83.984375,37.109375,10.9375,0.390625,6.25,2.734375,0,227,74,4,2,0,0,0,88.671875,28.90625,1.5625,0.78125,0,0,0,10.15625,22.72727273,55,34,5,36
"Cedar Grove, Essex County","Cedar Grove, Essex",cedar-grove-essex,Cedar Grove,Essex,Cedar Grove,,,4,10,13,10,8,45,2,7,7,9,4,29,130,121,91,129,205,676,42.89940828,100,72.72727273,18.18181818,9.090909091,0,80.91715976,17.75147929,1.331360947,97.77777778,0,2.222222222,0,81.3035607,5.5401328,4.079662,9.1007846,4.586056645,1.139583333,18,2.5,40,11,1,0,2,0,1,88.88888889,24.44444444,2.222222222,0,4.444444444,2.222222222,0,43,17,0,0,0,0,0,95.55555556,37.77777778,0,0,0,0,0,8.888888889,9.375,28,7,0,8
"Chatham boro, Morris County","Chatham Borough, Morris",chatham-borough-morris,Chatham Borough,Morris,Chatham Borough,,,12,4,3,8,7,34,4,3,2,1,3,13,108,81,56,41,47,333,39.03903904,123,95,5,0,0,78.07807808,18.91891892,2.702702703,94.11764706,0,0,2.941176471,81.7396575,0.8486134,8.0012123,9.0619791,6.020089286,0.217209691,18,1.888888889,31,11,0,0,2,0,0,91.17647059,32.35294118,0,0,5.882352941,0,0,30,19,0,3,0,0,0,88.23529412,55.88235294,0,8.823529412,0,0,0,14.70588235,15,18,6,0,6
"Chatham Twp, Morris County","Chatham Township, Morris",chatham-township-morris,Chatham Township,Morris,Chatham Township,,,0,1,0,1,1,3,0,1,0,0,1,2,78,41,40,48,52,259,7.722007722,433,100,0,0,0,78.76447876,18.14671815,2.316602317,100,0,0,0,85.513245,1.5590508,3.2284768,8.7610375,,0,2,1.5,2,1,0,0,0,0,0,66.66666667,33.33333333,0,0,0,0,0,2,1,0,0,0,0,0,66.66666667,33.33333333,0,0,0,0,0,0,0,20,0,0,0
"Cherry Hill, Camden County","Cherry Hill, Camden",cherry-hill-camden,Cherry Hill,Camden,Cherry Hill,,,108,36,89,87,81,405,56,23,33,33,38,187,2554,2804,2477,2321,2225,12381,15.10378806,358,57.69230769,35.09615385,6.25,0.961538462,64.88975042,32.64679751,2.36652936,0,0.24691358,0,0,69.3139005,6.9303986,8.3085465,13.3928217,5.643960845,1.209141514,116,3.49137931,303,124,22,9,9,1,47,74.81481481,30.61728395,5.432098765,2.222222222,2.222222222,11.60493827,0.24691358,398,162,0,1,0,0,0,98.27160494,40,0,0.24691358,0,0,0,11.60493827,26.10837438,134,79,3,80
"Chesilhurst, Camden County","Chesilhurst, Camden",chesilhurst-camden,Chesilhurst,Camden,Chesilhurst,,,0,3,0,1,0,4,0,2,0,0,0,2,21,24,10,40,19,114,17.54385965,329,75,0,25,0,57.89473684,41.22807018,0.877192982,0,25,0,0,37.075718,36.5535248,23.2375979,0.3481288,,0,3,1.333333333,3,3,0,0,0,0,0,75,75,0,0,0,0,0,4,3,0,0,0,0,0,100,75,0,0,0,0,0,50,25,8,2,0,2
"Chester Twp, Morris County","Chester Township, Morris",chester-township-morris,Chester Township,Morris,Chester Township & Chester Borough,Chester Borough combined police forces with Chester Township in 2017,,4,2,5,5,2,18,4,2,2,2,1,11,166,322,269,196,165,1118,9.838998211,417,90.90909091,0,0,0,90.51878354,7.066189624,2.325581395,50,0,0,0,84.8840538,0.4294303,7.0999141,5.2247352,,0,12,1.5,15,6,2,0,0,0,2,83.33333333,33.33333333,11.11111111,0,0,11.11111111,0,17,6,0,0,0,0,0,94.44444444,33.33333333,0,0,0,0,0,11.11111111,27.27272727,23,4,0,5
"Chesterfield, Burlington County","Chesterfield, Burlington",chesterfield-burlington,Chesterfield,Burlington,Chesterfield,,,0,0,0,3,3,6,0,0,0,3,1,4,58,70,101,104,94,427,9.367681499,423,50,0,0,0,81.03044496,18.735363,0,100,0,0,0,56.8433612,22.3453213,9.4085563,10.9255156,,0,6,1,6,0,0,0,0,0,1,100,0,0,0,0,16.66666667,0,6,3,0,0,0,0,0,100,50,0,0,0,0,0,0,50,10,2,0,2
"Cinnaminson, Burlington County","Cinnaminson, Burlington",cinnaminson-burlington,Cinnaminson,Burlington,Cinnaminson,,,15,6,23,14,27,85,12,5,14,7,12,50,572,511,599,737,746,3165,15.79778831,347,71.15384615,26.92307692,1.923076923,0,58.57819905,40.60031596,0.789889415,95.29411765,1.176470588,1.176470588,0,85.5973395,5.4319093,6.045877,1.6031381,6.677221084,0.545924913,23,3.695652174,72,22,7,0,7,1,10,84.70588235,25.88235294,8.235294118,0,8.235294118,11.76470588,1.176470588,83,30,0,0,0,0,0,97.64705882,35.29411765,0,0,0,0,0,8.235294118,23.07692308,24,15,1,15
"Clark, Union County","Clark, Union",clark-union,Clark,Union,Clark,,,23,13,24,16,38,114,13,5,13,8,15,54,272,194,192,238,273,1169,46.19332763,78,68.33333333,25,5,1.666666667,66.03934987,31.30881095,2.566295979,41.22807018,0,8.771929825,0,83.1834215,1.1816578,11.9488536,2.6014109,21.46204951,0.771691323,39,2.923076923,103,46,7,0,7,0,2,90.35087719,40.35087719,6.140350877,0,6.140350877,1.754385965,0,105,42,1,2,0,0,4,92.10526316,36.84210526,0.877192982,1.754385965,0,0,3.50877193,14.9122807,22.4137931,40,20,1,21
"Clayton, Gloucester County","Clayton, Gloucester",clayton-gloucester,Clayton,Gloucester,Clayton,,,12,8,10,15,13,58,7,7,9,10,12,45,384,174,112,158,142,970,46.39175258,75,55.55555556,24.44444444,8.888888889,6.666666667,65.87628866,32.98969072,0.309278351,82.75862069,12.06896552,5.172413793,0,75.79722,13.736713,4.1046607,0.8830744,2.758928571,0.878625,16,3.625,47,22,7,0,4,0,0,81.03448276,37.93103448,12.06896552,0,6.896551724,0,0,49,21,3,0,0,0,0,84.48275862,36.20689655,5.172413793,0,0,0,0,1.724137931,8.888888889,16,5,0,8
"Clementon, Camden County","Clementon, Camden",clementon-camden,Clementon,Camden,Clementon,,,13,8,17,13,13,64,9,8,14,12,9,52,248,194,204,290,186,1122,46.34581105,76,46.15384615,51.92307692,1.923076923,0,64.43850267,35.20499109,0.356506239,100,0,0,0,56.9321534,28.667203,11.9334942,0,2.482460243,2.059177215,16,4,53,6,4,2,2,0,2,82.8125,9.375,6.25,3.125,3.125,3.125,0,57,15,0,1,0,0,0,89.0625,23.4375,0,1.5625,0,0,0,4.6875,13.46153846,12,3,0,4
"Cliffside Park, Bergen County","Cliffside Park, Bergen",cliffside-park-bergen,Cliffside Park,Bergen,Cliffside Park,,,38,56,56,37,68,255,22,27,32,18,26,125,504,610,562,546,586,2808,44.51566952,91,93.57142857,4.285714286,0,2.142857143,88.53276353,7.977207977,3.311965812,99.21568627,0,0,0.392156863,45.774689,3.4865386,34.6084214,13.7300707,0.498568793,0.508315158,49,5.204081633,245,69,9,0,1,0,2,96.07843137,27.05882353,3.529411765,0,0.392156863,0.784313725,0,245,98,0,2,0,0,0,96.07843137,38.43137255,0,0.784313725,0,0,0,12.15686275,16.66666667,46,26,1,28
"Clifton, Passaic County","Clifton, Passaic",clifton-passaic,Clifton,Passaic,Clifton,,,158,104,180,104,50,596,92,62,94,58,28,334,2807,2323,2155,1997,2227,11509,29.02076636,206,51.57894737,18.94736842,25.78947368,1.052631579,76.62698757,21.83508559,1.3815275,9.395973154,0.67114094,2.181208054,0.33557047,44.0028513,7.1344844,38.0833201,9.8748614,2.184771321,1.289149484,114,5.228070175,540,156,8,11,38,1,26,90.60402685,26.17449664,1.342281879,1.845637584,6.375838926,4.362416107,0.167785235,539,194,0,3,1,0,7,90.43624161,32.55033557,0,0.503355705,0.167785235,0,1.174496644,11.57718121,26.64835165,144,74,10,76
"Clinton Township, Hunterdon County","Clinton Township, Hunterdon",clinton-township-hunterdon,Clinton Township,Hunterdon,Clinton Township,,,5,6,11,7,14,43,2,4,6,4,9,25,263,273,265,272,329,1402,17.83166904,327,92.85714286,7.142857143,0,0,81.45506419,17.04707561,1.4978602,95.34883721,2.325581395,0,2.325581395,69.4059682,14.855443,10.2909733,4.2391001,0.47918873,0.367557129,16,2.6875,39,16,3,2,0,0,8,90.69767442,37.20930233,6.976744186,4.651162791,0,18.60465116,0,41,27,1,0,0,0,1,95.34883721,62.79069767,2.325581395,0,0,0,2.325581395,11.62790698,35.71428571,22,10,0,10
"Closter, Bergen County","Closter, Bergen",closter-bergen,Closter,Bergen,Closter,,,2,0,2,4,5,13,2,0,1,2,3,8,170,150,183,154,94,751,10.65246338,406,84.61538462,7.692307692,0,7.692307692,72.436751,5.85885486,21.70439414,100,0,0,0,49.5840266,4.719407,5.3093329,43.3822417,,1.123966942,8,1.625,12,7,1,2,2,0,0,92.30769231,53.84615385,7.692307692,15.38461538,15.38461538,0,0,11,5,2,0,0,0,0,84.61538462,38.46153846,15.38461538,0,0,0,0,7.692307692,7.692307692,18,4,0,4
"Collingswood, Camden County","Collingswood, Camden",collingswood-camden,Collingswood,Camden,Collingswood,,,16,9,6,13,8,52,14,9,3,8,4,38,470,380,262,241,250,1603,23.70555209,261,64.44444444,28.88888889,0,0,64.81597006,34.49781659,0.561447286,96.15384615,1.923076923,0,0,78.4377784,10.6623107,9.038709,3.4056034,3.566810163,0.84223982,21,2.476190476,41,18,1,1,1,0,7,78.84615385,34.61538462,1.923076923,1.923076923,1.923076923,13.46153846,0,45,15,0,0,0,0,1,86.53846154,28.84615385,0,0,0,0,1.923076923,7.692307692,22.22222222,22,9,0,9
"Colts Neck, Monmouth County","Colts Neck, Monmouth",colts-neck-monmouth,Colts Neck,Monmouth,Colts Neck,,,13,4,0,0,1,20,7,2,0,0,1,11,105,94,120,94,108,521,21.11324376,294,100,0,0,0,90.01919386,8.253358925,1.151631478,100,0,0,0,90.986029,1.4642665,3.6539495,2.8613649,,0,11,1.818181818,19,1,0,0,0,0,1,95,5,0,0,0,5,0,20,3,0,0,0,0,0,100,15,0,0,0,0,0,10,0,20,2,0,2
"Cranbury, Middlesex County","Cranbury, Middlesex",cranbury-middlesex,Cranbury,Middlesex,Cranbury,,,11,0,4,3,5,23,7,0,3,2,4,16,74,57,61,38,45,275,58.18181818,31,75,25,0,0,73.81818182,21.45454545,3.272727273,100,0,0,0,73.9206739,6.1425061,5.4405054,13.8294138,,1.146892655,12,1.916666667,21,14,0,1,1,0,1,91.30434783,60.86956522,0,4.347826087,4.347826087,4.347826087,0,22,6,0,0,0,0,0,95.65217391,26.08695652,0,0,0,0,0,39.13043478,31.25,16,7,0,7
"Cranford, Union County","Cranford, Union",cranford-union,Cranford,Union,Cranford,,,22,31,23,25,37,138,15,17,16,16,27,91,481,458,450,539,547,2475,36.76767677,141,66.30434783,27.17391304,5.434782609,1.086956522,67.39393939,31.95959596,0.646464646,86.95652174,2.898550725,0,0,83.5827932,2.4690631,7.8845021,3.4001179,15.21439489,0.864230793,38,3.631578947,124,35,5,0,2,0,3,89.85507246,25.36231884,3.623188406,0,1.449275362,2.173913043,0,130,32,0,4,0,0,1,94.20289855,23.1884058,0,2.898550725,0,0,0.724637681,5.797101449,25.27472527,50,20,0,21
"Cresskill, Bergen County","Cresskill, Bergen",cresskill-bergen,Cresskill,Bergen,Cresskill,,,3,8,4,9,4,28,2,8,4,7,3,24,106,69,72,68,59,374,64.17112299,21,65.38461538,11.53846154,11.53846154,11.53846154,81.01604278,6.417112299,9.090909091,14.28571429,0,0,0,60.7154632,0.7583251,10.3198154,27.3161886,23.54859335,2.227941176,12,2.333333333,24,15,2,1,0,0,1,85.71428571,53.57142857,7.142857143,3.571428571,0,3.571428571,0,22,9,0,0,0,0,0,78.57142857,32.14285714,0,0,0,0,0,14.28571429,11.53846154,22,7,0,7
"Deal, Monmouth County","Deal, Monmouth",deal-monmouth,Deal,Monmouth,"Deal, Interlaken & Loch Arbour Village",,,9,10,8,9,11,48,6,9,6,6,10,38,466,404,388,346,386,1990,19.09547739,312,71.05263158,28.94736842,0,0,75.82914573,23.26633166,0.351758794,95.83333333,0,0,2.083333333,93.7567277,1.2917115,4.4133477,1.6146394,32.99242424,1.327813775,20,2.4,46,19,1,0,0,0,3,95.83333333,39.58333333,2.083333333,0,0,6.25,0,47,18,0,0,0,0,0,97.91666667,37.5,0,0,0,0,0,10.41666667,13.15789474,18,7,0,7
"Delanco, Burlington County","Delanco, Burlington",delanco-burlington,Delanco,Burlington,Delanco,,,5,4,5,11,3,28,4,4,3,9,3,23,189,164,138,156,192,839,27.4135876,221,60.86956522,34.7826087,4.347826087,0,70.08343266,29.91656734,0,67.85714286,14.28571429,0,0,81.0318196,12.2953352,3.7071362,1.0812481,4.119032663,1.338645418,12,2.333333333,25,5,6,1,0,2,2,89.28571429,17.85714286,21.42857143,3.571428571,0,7.142857143,7.142857143,24,16,2,0,0,0,1,85.71428571,57.14285714,7.142857143,0,0,0,3.571428571,10.71428571,34.7826087,10,6,0,7
"Delaware, Hunterdon County","Delaware, Hunterdon",delaware-hunterdon,Delaware,Hunterdon,Delaware,,,0,0,2,4,5,11,0,0,1,2,4,7,54,46,31,33,18,182,38.46153846,127,80,0,0,10,90.10989011,8.791208791,1.098901099,90.90909091,0,0,0,92.8194607,0.1465416,4.6893318,0.7327081,,0,4,2.75,10,1,0,0,0,1,0,90.90909091,9.090909091,0,0,0,0,9.090909091,11,8,2,2,2,0,0,100,72.72727273,18.18181818,18.18181818,18.18181818,0,0,0,10,7,2,0,2
"Delran, Burlington County","Delran, Burlington",delran-burlington,Delran,Burlington,Delran,,,12,6,16,18,20,72,8,4,11,8,11,42,701,576,561,670,580,3088,13.60103627,379,63.63636364,31.81818182,2.272727273,0,59.55310881,39.76683938,0.582901554,93.05555556,6.944444444,0,0,76.0149399,10.5716142,4.5063332,5.4806755,3.758658009,0.748778502,27,2.666666667,63,13,5,2,0,0,3,87.5,18.05555556,6.944444444,2.777777778,0,4.166666667,0,69,21,0,0,0,0,1,95.83333333,29.16666667,0,0,0,0,1.388888889,9.722222222,21.42857143,30,15,0,16
"Demarest, Bergen County","Demarest, Bergen",demarest-bergen,Demarest,Bergen,Demarest,,,0,0,0,1,1,2,0,0,0,1,0,1,13,10,17,16,20,76,13.15789474,389,50,0,0,50,78.94736842,3.947368421,17.10526316,100,0,0,0,57.7867746,0.2968961,10.9041835,30.0134953,,0,1,2,1,1,1,1,0,0,0,50,50,50,50,0,0,0,1,0,0,0,0,0,0,50,0,0,0,0,0,0,50,50,12,1,0,1
"Denville, Morris County","Denville, Morris",denville-morris,Denville,Morris,Denville,,"This police department's racial breakdown is missing for more than 15 percent of the forms, which may skew the results due to the smaller sample size.",15,1,21,16,13,66,6,1,11,7,9,34,481,433,401,402,388,2105,16.152019,344,69.44444444,8.333333333,0,2.777777778,80.66508314,16.00950119,3.087885986,77.27272727,0,0,0,81.0509945,2.1363674,7.2931161,9.0611443,3.37232865,0.60462908,29,2.275862069,31,22,0,0,0,0,0,46.96969697,33.33333333,0,0,0,0,0,42,20,2,0,0,0,0,63.63636364,30.3030303,3.03030303,0,0,0,0,7.575757576,8.571428571,31,8,0,8
